a
(6.1863118856383881E-001,4.9533821460965372E-001)
(1.8258220819732496E-001,5.4062877127595398E-003)
(8.2007871042317093E-001,2.1561162934032621E-001)
(7.2425720820290018E-001,1.5743032581246319E-001)
(4.7118287722139734E-001,5.7060079579291177E-002)
(3.1109615249706973E-001,2.9010957230781781E-001)
(9.3626712615727525E-001,2.8483651076029154E-001)
(4.6363111418143038E-001,1.1486749712551793E-001)
(2.0103524117171515E-001,8.8138839226123389E-001)
(3.5006301466159274E-002,7.5755635946629907E-001)
(8.8467586142823307E-001,4.8180563047224495E-001)
(1.8855477544812257E-001,1.2610710632014252E-001)
(1.9107000820382958E-001,7.7297159270503651E-002)
(9.2905965632296483E-001,5.6449229176242011E-001)
(4.8265735666541065E-001,8.8283447597218989E-001)
(5.9485566735394724E-001,5.5414430382766922E-001)
(5.3410805547571855E-002,8.6489057890870402E-001)
(1.1319447943080695E-001,5.1059050736957734E-001)
(7.2223622370049168E-001,1.9254482461433359E-001)
(2.5121553910585109E-001,5.2713711923298090E-001)
(8.9801874027195805E-001,5.2805394115139859E-001)
(1.4152698453040471E-001,7.0461465646151578E-001)
(1.4032494273391530E-001,6.1986373210717671E-001)
(8.4009446408973343E-001,3.9089839636644441E-001)
(1.9418349280282671E-001,6.6014420432609255E-001)
(3.9839604909702320E-001,7.7302305479857902E-001)
(7.1291910465719222E-001,5.2683671320840642E-001)
(1.1058978708467048E-002,2.0447545469757764E-001)
(1.2936936039309718E-001,2.1479602496030797E-001)
(5.9929204729377361E-001,4.3842953316239103E-001)
(3.6599290841696580E-001,7.8930767396984103E-001)
(8.0480800494955707E-001,3.8189912329494202E-002)
(6.4222846393911945E-002,5.6726175696460857E-001)
(4.2639787320225375E-001,9.4286262017829281E-001)
(7.8699037800271932E-001,9.4925578389630538E-001)
(6.5978254474769973E-002,5.3205841929882924E-001)
(3.8835057616690050E-001,7.5686552297955667E-001)
(5.9769028136677638E-001,4.4739949611432628E-001)
(2.0665709980104705E-001,8.1715572972699702E-001)
(8.6585871204640097E-001,8.2336432020457628E-001)
(7.6730951956534099E-001,7.0816064867826745E-001)
(4.1978112081130664E-001,2.1913288376587173E-001)
(7.1898033149229601E-001,4.5928262688173971E-001)
(6.2446298034831449E-001,5.5693579061866727E-001)
(7.8809219598203584E-001,6.0205816951344804E-001)
(7.7890172517236478E-001,6.3941690109224703E-001)
(3.1075764885842744E-001,8.8970017089718523E-001)
(9.1703357079431858E-001,1.7662065476773070E-001)
(6.3347125139322769E-001,9.3956923199043640E-001)
(2.1165460114862777E-001,2.8431076517627285E-001)
(4.1993356947524080E-001,5.7138380993512525E-002)
(1.9117373332836038E-001,6.6505074153156496E-001)
(2.1736637664779140E-001,4.8069694911094318E-001)
(4.7512956400681794E-001,8.7906688159363400E-001)
(7.8115648841406127E-001,8.4098347252402061E-001)
(9.9365152859146499E-001,7.6388777463252538E-002)
(6.8018973423918916E-001,4.3271963800357999E-001)
(7.8285406648302092E-001,7.8590077944172676E-001)
(7.0738752844181696E-001,6.6484833299746060E-001)
(1.9614974813197170E-002,5.1009421905409846E-001)
(7.8815868636289843E-001,4.3687941699044247E-001)
(4.8290959095922908E-001,9.2577583281832831E-001)
(9.0303156560178810E-001,5.7548259660416201E-001)
(8.4303641722448719E-001,1.7970839481577872E-001)
(7.8303260102764130E-002,6.9602041233411616E-001)
(4.1085361313193819E-001,4.2233818997570516E-001)
(9.2480899421906126E-001,3.2794321322588793E-001)
(5.4673239005368701E-001,2.6595610222139748E-001)
(4.0184494115264074E-001,4.2106788362877828E-001)
(4.6250769696810851E-001,8.4929696851886741E-002)
(1.3924807907831208E-001,1.9932855988988965E-001)
(3.0709203477148972E-001,3.8197048961533697E-001)
(9.8289359572620660E-001,3.9155766381062557E-001)
(5.6360868034266653E-001,8.2498890958915172E-001)
(6.2143241279840111E-001,7.5092183185198924E-001)
(7.6383357398484386E-001,9.2998342078578974E-002)
(7.2467414038130029E-001,1.5654027429685119E-001)
(4.7755092409990096E-001,7.3978914966903375E-001)
(1.5794250202603266E-001,9.9823043441846157E-002)
(5.9525293186143813E-001,3.8137055999436226E-001)
(8.3580320097658245E-001,9.2355679976862115E-001)
(6.7162748476878431E-001,2.3907270297462993E-002)
(4.5434980076725179E-001,6.7118317077428413E-001)
(9.1667595734701135E-001,9.1866489503835891E-001)
(3.0714586661541709E-002,5.7702607104890680E-001)
(6.3865716722135268E-001,9.9948225028626014E-001)
(8.2288553702890277E-001,3.1681360580453422E-001)
(5.4600645155205671E-002,9.6068814148124670E-001)
(5.2094025550406398E-001,3.3289143270615967E-001)
(7.6642477472596915E-001,8.6237917435459144E-001)
(7.3814394080184018E-002,3.9487836349972488E-001)
(6.8383062823005036E-001,1.3368547165918374E-001)
(1.4169656440811573E-001,1.4111833646663371E-001)
(3.7402854337935548E-001,9.6534280667739658E-001)
(8.5017436196320550E-001,9.8886292663092934E-001)
(6.7837772875190905E-001,1.2250043703826918E-001)
(7.7612316700185924E-001,6.9949681379703157E-002)
(4.2316203935480284E-001,1.5374069617500460E-001)
(2.8849696764826821E-001,1.6642814695201430E-002)
(5.2370809694527926E-002,6.8041953110865183E-001)
(7.0179303300213292E-001,4.0885243786147585E-001)
(3.2065410923939103E-001,1.3306070506114484E-001)
(3.2871648526792407E-001,8.8115708012988236E-001)
(7.3566798564594971E-001,7.0712108169928609E-002)
(6.4247290445966376E-001,4.0085605535319213E-001)
(1.8223133659440224E-002,8.2761779024615356E-001)
(6.0977867517209838E-001,7.2127206265373256E-001)
(8.1082383213565790E-001,9.5239229870650044E-001)
(5.4202385902033456E-001,7.1053311107461870E-001)
(5.8995103470321532E-002,9.6158373855734880E-001)
(8.9462594317421373E-001,1.0750075016988594E-001)
(3.9923339566906768E-001,5.0504823165438018E-001)
(9.5765514411064012E-001,1.0689556509541467E-001)
(1.7414757041379006E-001,6.5466695728091925E-002)
(3.2224560314364492E-001,6.8368461500536148E-001)
(6.1663451484121901E-001,5.4415280569949476E-001)
(1.5170143306936190E-001,3.3722011077390424E-001)
(7.3413229612691422E-001,2.5492134348876455E-001)
(6.6834163982841954E-001,2.6495849086040191E-001)
(8.9430327341695059E-001,3.9627642775117172E-001)
(4.6228345776632984E-001,1.7129080954925999E-001)
(2.1935312200571150E-001,1.0136125637949740E-001)
(9.4296164771157132E-001,5.6267582523983095E-001)
(6.0923469801663736E-003,8.7131508396089929E-001)
(4.9811148659301652E-001,2.7813879896038990E-001)
(6.8817343679011755E-001,5.8943164120506819E-001)
(2.6963800188118081E-001,6.3993743825456106E-001)
(9.0668182124753993E-001,8.9900451638520695E-001)
(2.9168127467525523E-001,4.2575215929603749E-001)
(4.0836887141286971E-001,6.7220857373332876E-001)
(3.5103954506961621E-001,3.6956670806425090E-001)
(6.6797072662855916E-001,7.7647785330219854E-001)
(5.4248198965143724E-001,7.4854637571910332E-001)
(4.4993295345655598E-001,4.1184048867152995E-001)
(5.9485174043215594E-001,2.4075759875792771E-001)
(6.7520902417263207E-001,5.6119062411654774E-001)
(1.1978903328164821E-001,3.5163284367359721E-001)
(9.8549474113017732E-001,9.1397231988964756E-001)
(1.7405546167619224E-001,8.5615900474298359E-002)
(7.2784884221253376E-001,4.5735757186794262E-001)
(1.2757138015868458E-001,9.7139645953136255E-001)
(3.6990872744575154E-001,1.3106385485289018E-001)
(2.5040770149075126E-001,5.1336557401161254E-001)
(9.2289991790730930E-001,4.3159896586365543E-001)
(5.9976973942500789E-001,7.4648911480399383E-001)
(5.8573679010738833E-001,5.1028375019045391E-001)
(6.3636939278403093E-001,3.8344235326750126E-001)
(9.6471376065195791E-001,9.9140109786255703E-001)
(1.5351124389490814E-001,7.7689891403373534E-001)
(2.6802447241827798E-001,3.8805387587499701E-001)
(6.9500851215595405E-001,5.9692355046910195E-001)
(1.4825467094855679E-001,7.2090808315071464E-001)
(1.9068728536759430E-001,3.8405174978282164E-001)
(1.6866622554912625E-001,8.1028851348651576E-001)
(5.2882056029035962E-001,9.5833904876318532E-001)
(8.1138469929233936E-001,7.1997370626673196E-003)
(7.7141916824999546E-001,2.6492198953329027E-001)
(5.9715478809464462E-001,2.7393397562410066E-002)
(8.3694204694594743E-001,5.7376366749867291E-001)
(9.3418972026841818E-001,3.7206540844662028E-001)
(9.4689367734173246E-001,1.8386076466560561E-001)
(9.1920745751477306E-001,4.4091697618269410E-001)
(1.1597532539530758E-001,7.3362447524353736E-001)
(8.6387755974642419E-002,1.0100161264889718E-001)
(3.9773032199920882E-001,4.0483871400881977E-001)
(2.0779058042084725E-001,9.8189659345019897E-001)
(1.9408102310117620E-001,6.4925085016820550E-001)
(8.8570461388904984E-003,6.2970300462318241E-001)
(2.2875889644236547E-001,2.5983005067592169E-001)
(9.8206332580902542E-002,6.1076014019297864E-001)
(5.2983188910209955E-001,7.5577109318251701E-001)
(7.1103901669304503E-001,8.8091803615821029E-001)
(1.0509976508723552E-001,1.6842281227742242E-001)
(2.2930748969835027E-001,6.9655067855809105E-001)
(6.6539003446612044E-001,9.2695129047653438E-002)
(8.5593877535070861E-001,8.0703185200584304E-001)
(2.1199640725725038E-003,9.6531282740253313E-002)
(2.0573611021394306E-001,4.2725990587709944E-001)
(5.8445668298695963E-001,1.5109607383756229E-001)
(4.0608098754514110E-001,9.4584821136532993E-001)
(3.3907241645322828E-001,3.1410378436503017E-001)
(8.3406615764630021E-001,7.5105871159582738E-001)
(8.6708815521676530E-001,2.0096335331065773E-001)
(1.9322296065462327E-001,1.6302467130920681E-001)
(5.6859167680623476E-002,9.8152780599419925E-002)
(4.4780266846680311E-001,3.5061115902007883E-001)
(6.5172845329945706E-001,8.7296527819803216E-001)
(9.1461541864197082E-001,1.7377210397768211E-001)
(1.8618768818022343E-003,9.9500886517378928E-001)
(8.6356334639847310E-001,5.5495067880060767E-001)
(1.7443589066483545E-001,8.1338923291213872E-001)
(8.0204687042812839E-001,1.4157757630296675E-001)
(2.0560054689461627E-001,6.9785306617501541E-001)
(3.1905314424983966E-001,2.2190538927072526E-001)
(3.9067420792174806E-001,7.3441183493705597E-001)
(3.8341626459284722E-001,7.8080678841498385E-001)
(6.9238842178742066E-001,9.2733954490342052E-001)
(9.4387009471140526E-001,5.7447909090235838E-001)
(7.4817216237756912E-001,7.8534438216791913E-001)
(6.2671720947649334E-001,9.1089191959510052E-001)
(1.8055833706048219E-001,4.6368491529171157E-001)
(2.4342883550163821E-001,4.6595011074364062E-001)
(5.3555873712640734E-001,1.8280334004121046E-001)
(9.5934792959344106E-001,9.8203467227189933E-001)
(3.8198349646692886E-001,2.8306497636275446E-001)
(4.2398185145037970E-001,9.4977614364166185E-001)
(1.7298992290354459E-001,2.9789461303550790E-001)
(7.2235596897092380E-001,2.9478785165444299E-001)
(6.8066495044926079E-001,9.4060353001174324E-002)
(2.8416559945516040E-001,4.1290051401431760E-001)
(6.9247363501240311E-001,6.6096891378162193E-001)
(9.8209082683441973E-001,2.3138153211559598E-001)
(8.2860393423183398E-001,6.6813677539658878E-001)
(5.4470540038307980E-001,3.5657251594060208E-001)
(7.9321243167997024E-001,3.8437143697942167E-001)
(5.4504938159566141E-001,8.6496036198065937E-002)
(3.1938942295876310E-001,9.0468237078655400E-001)
(6.6042096500088421E-001,2.9853184026442708E-001)
(6.1901722271761916E-001,4.5917890781080589E-001)
(2.6366252378156102E-001,5.1290304008720267E-001)
(6.3607968346531052E-001,9.9042642544314352E-001)
(8.6012262995840039E-001,1.8900856332188801E-001)
